"#ID","domain","phylum","class","order","family","genus","species"
"NBDL-HR5SFP4KJM41ZH","Eukaryota","Chordata","Actinopteri","Blenniiformes","Pomacentridae","Pomacentrus","Pomacentrus adelus"
"NBDL-HXDQPBFMKMVKP1","Eukaryota","Chordata","Actinopteri","Aulopiformes","Ipnopidae","Bathysauropsis","Bathysauropsis gracilis"
"NBDL-HK3SPRSAMG4G90","Eukaryota","Chordata","Actinopteri","Perciformes","Epinephelidae","Cephalopholis","Cephalopholis igarashiensis"
"NBDL-HK3QHXV9PPZRN4","Eukaryota","Chordata","Actinopteri","Acanthuriformes","Nemipteridae","Nemipterus","Nemipterus furcosus"
"NBDL-HK3SMQFNPSJ6KF","Eukaryota","Chordata","Actinopteri","Blenniiformes","Pseudochromidae","Pictichromis","Pictichromis coralensis"
"NBDL-HK3SMQDXQSA482","Eukaryota","Chordata","Actinopteri","Carangiformes","Menidae","Mene","Mene maculata"
"NBDL-HXDQPBNYMM1Q5G","Eukaryota","Chordata","Actinopteri","Labriformes","Labridae","Notolabrus","Notolabrus parilus"
"NBDL-HR5S2B5CK2HSKG","Eukaryota","Chordata","Actinopteri","Acanthuriformes","Pomacanthidae","Centropyge","Centropyge bispinosa"
"NBDL-HZ4562DMQMVXBE","Eukaryota","Chordata","Actinopteri","Tetraodontiformes","Balistidae","Pseudobalistes","Pseudobalistes flavimarginatus"
"NBDL-HK3QY5PKN9ZAWF","Eukaryota","Chordata","Actinopteri","Tetraodontiformes","Monacanthidae","Paramonacanthus","Paramonacanthus otisensis"
"NBDL-HK3PNAS8GRRB3P","Eukaryota","Chordata","Elasmobranchii","Squaliformes","Centrophoridae","Deania","Deania quadrispinosa"
"NBDL-HK4B09GYMDSMDB","Eukaryota","Chordata","Actinopteri","Carangiformes","Bothidae","Engyprosopon","Engyprosopon grandisquama"
"NBDL-HR5S2AVFM4STD7","Eukaryota","Chordata","Actinopteri","Labriformes","Pinguipedidae","Parapercis","Parapercis australis"
"NBDL-HK3RZTQCH4Y0ES","Eukaryota","Chordata","Actinopteri","Syngnathiformes","Centriscidae","Macroramphosus","Macroramphosus scolopax"
"NBDL-HK3QD0T0QSNN93","Eukaryota","Chordata","Actinopteri","Carangiformes","Carangidae","Caranx","Caranx sexfasciatus"
"NBDL-HK3SZKWXMDPQ5W","Eukaryota","Chordata","Actinopteri","Clupeiformes","Spratelloididae","Spratelloides","Spratelloides robustus"
"NBDL-HZ4562CYKMTYQ6","Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Chelon","Liza argentea"
"NBDL-HXDQPBXFJNCWJR","Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Lampanyctus","Lampanyctus vadulus"
"NBDL-HK4AMQZRGCPX6Q","Eukaryota","Chordata","Actinopteri","Labriformes","Labridae","Choerodon","Choerodon cephalotes"
"NBDL-HK3QQM1DQ1NMF1","Eukaryota","Chordata","Actinopteri","Acanthuriformes","Lethrinidae","Lethrinus","Lethrinus rubrioperculatus"
"NBDL-HK3RX9DVPZQ0JK","Eukaryota","Chordata","Actinopteri","Polymixiiformes","Polymixiidae","Polymixia","Polymixia n sp"
"NBDL-J1XVBWPZQT8QQV","Eukaryota","Chordata","Actinopteri","Tetraodontiformes","Balistidae","Canthidermis","Canthidermis maculatus"
"NBDL-HK3R0HMMM7REET","Eukaryota","Chordata","Actinopteri","Anguilliformes","Muraenidae","Gymnothorax","Gymnothorax longinquus"
"NBDL-HZ4562E5GQ0KN7","Eukaryota","Chordata","Actinopteri","Centrarchiformes","Cirrhitidae","Cirrhitichthys","Cirrhitichthys falco"
"NBDL-HK3SXDWFH37CBV","Eukaryota","Chordata","Actinopteri","Labriformes","Pinguipedidae","Parapercis","Chelidoperca tosaensis"
"NBDL-HZ4562FVMQ03XF","Eukaryota","Chordata","Actinopteri","Stomiiformes","Sternoptychidae","Argyropelecus","Argyropelecus aculeatus"
"NBDL-J1XVBWBZQR45SX","Eukaryota","Chordata","Actinopteri","Perciformes","Scorpaenidae","Caracanthus","Caracanthus unipinna"
"NBDL-HK3QV5NXK4MS88","Eukaryota","Chordata","Actinopteri","Centrarchiformes","Aplodactylidae","Aplodactylus","Aplodactylus lophodon"
"NBDL-HK3RC4DJPA0YR9","Eukaryota","Chordata","Actinopteri","Perciformes","Platycephalidae","Onigocia","Onigocia macrocephala"
"NBDL-HK3SMQE6GSMZE3","Eukaryota","Chordata","Actinopteri","Acanthuriformes","Sillaginidae","Sillaginodes","Sillaginodes punctata"
"NBDL-HK3R5BQ0KXTFGE","Eukaryota","Chordata","Actinopteri","Anguilliformes","Synaphobranchidae","Meadia","Meadia abyssalis"
"NBDL-J1XVBWR2JV4M8W","Eukaryota","Chordata","Actinopteri","Clupeiformes","Dussumieriidae","Etrumeus","Etrumeus jacksoniensis"
"NBDL-HK4AMQYNPCM4BK","Eukaryota","Chordata","Actinopteri","Labriformes","Labridae","Leptojulis","Leptojulis cyanopleura"
"NBDL-HR5S2AXVN4JGWR","Eukaryota","Chordata","Actinopteri","Labriformes","Labridae","Thalassoma","Thalassoma lutescens"
"NBDL-HK4B09J2NDWX5Y","Eukaryota","Chordata","Actinopteri","Gobiiformes","Apogonidae","Jaydia","Jaydia poeciloptera"
"NBDL-HR5S2B5DH2HVWC","Eukaryota","Chordata","Actinopteri","Lophiiformes","Antennariidae","Antennatus","Antennarius coccineus"
"NBDL-HZ4562E9GQ1A3Q","Eukaryota","Chordata","Actinopteri","Centrarchiformes","Cirrhitidae","Paracirrhites","Paracirrhites arcatus"
"NBDL-HR5S2B6NG2XY19","Eukaryota","Chordata","Actinopteri","Acanthuriformes","Gerreidae","Gerres","Gerres subfasciatus"
"NBDL-HK3T5NQNKQ1WN1","Eukaryota","Chordata","Actinopteri","Carangiformes","Bothidae","Taeniopsetta","Taeniopsetta ocellata"
"NBDL-HK3S9B4RJ39QXB","Eukaryota","Chordata","Actinopteri","Ophidiiformes","Ophidiidae","Leptobrotula","Leptobrotula breviventralis"
"NBDL-HK3Q0H8EKJN15K","Eukaryota","Chordata","Elasmobranchii","Squaliformes","Somniosidae","Zameus","Zameus squamulosus"
"NBDL-HR5S2B54K2H6WG","Eukaryota","Chordata","Actinopteri","Labriformes","Labridae","Cirrhilabrus","Cirrhilabrus punctatus"
"NBDL-HK3QV5MEN4Q5VC","Eukaryota","Chordata","Actinopteri","Syngnathiformes","Mullidae","Upeneus","Upeneus sulphureus"
"NBDL-HR5S2B0GK2SJ22","Eukaryota","Chordata","Actinopteri","Blenniiformes","Pomacentridae","Amphiprion","Amphiprion biaculeatus"
"NBDL-HK3SJ4ECNNXB28","Eukaryota","Chordata","Actinopteri","Acanthuriformes","Sparidae","Argyrops","Argyrops spinifer"
"NBDL-HXDQPC0RG6W9CJ","Eukaryota","Chordata","Actinopteri","Stomiiformes","Stomiidae","Polymetme","Polymetme illustris"
"NBDL-HK3R5BNXMXVTWF","Eukaryota","Chordata","Actinopteri","Anguilliformes","Congridae","Gnathophis","Gnathophis melanocoelus"
"NBDL-J1XVBWDCPR7Q9Y","Eukaryota","Chordata","Actinopteri","Ophidiiformes","Ophidiidae","Ophidion","Ophidion genyopus"
"NBDL-HK3PGJA4JRBJGY","Eukaryota","Chordata","Elasmobranchii","Lamniformes","Lamnidae","Carcharodon","Carcharodon carcharias"
"NBDL-HR5S2AZRJ4KQX1","Eukaryota","Chordata","Actinopteri","Acanthuriformes","Chaetodontidae","Heniochus","Heniochus varius"
"NBDL-HK3QHXTVJPX62C","Eukaryota","Chordata","Actinopteri","Acanthuriformes","Nemipteridae","Pentapodus","Pentapodus aureofasciatus"
"NBDL-HXDQPBSZJNPM2A","Eukaryota","Chordata","Actinopteri","Blenniiformes","Blenniidae","Petroscirtes","Petroscirtes variabilis"
"NBDL-J1XVBWDZMR7FNA","Eukaryota","Chordata","Actinopteri","Anguilliformes","Muraenidae","Gymnothorax","Gymnothorax flavimarginatus"
"NBDL-HK3S2V8JJ8TWR0","Eukaryota","Chordata","Actinopteri","Perciformes","Synanceiidae","Apistus","Apistus carinatus"
"NBDL-HK3Q46VEHW5QCS","Eukaryota","Chordata","Elasmobranchii","Rajiformes","Rajidae","Dipturus","Dipturus innominatus"
"NBDL-HK4B09H6ME7KJB","Eukaryota","Chordata","Actinopteri","Carangiformes","Soleidae","Zebrias","Zebrias quagga"
"NBDL-HXDQPBZ3NNMH2D","Eukaryota","Chordata","Actinopteri","Gobiiformes","Apogonidae","Taeniamia","Taeniamia fucata"
"NBDL-HK3R0HJVN7ZBM9","Eukaryota","Chordata","Actinopteri","Tetraodontiformes","Diodontidae","Allomycterus","Allomycterus pilatus"
"NBDL-HRXJ1RH8Q7ZM7V","Eukaryota","Chordata","Actinopteri","Blenniiformes","Pomacentridae","Chromis","Chromis xanthochira"
"NBDL-HZ4562F1GQ3B2Q","Eukaryota","Chordata","Actinopteri","Beloniformes","Hemiramphidae","Hyporhamphus","Hyporhamphus affinis"
"NBDL-HRXJ1RGZN7YKXF","Eukaryota","Chordata","Actinopteri","Blenniiformes","Pomacentridae","Chrysiptera","Chrysiptera flavipinnis"
"NBDL-HXDQPBFEQMS8GS","Eukaryota","Chordata","Actinopteri","Perciformes","Synanceiidae","Neocentropogon","Neocentropogon trimaculatus"
"NBDL-HZ4562F3MQ3E6F","Eukaryota","Chordata","Actinopteri","Gobiiformes","Apogonidae","Ostorhinchus","Ostorhinchus hoevenii"
"NBDL-HK3SMQFVJSJ3M7","Eukaryota","Chordata","Actinopteri","Perciformes","Liopropomatidae","Diploprion","Diploprion bifasciatus"
"NBDL-HK3T1ZXXHNFYDR","Eukaryota","Chordata","Actinopteri","Acropomatiformes","Acropomatidae","Acropoma","Acropoma leobergi"
"NBDL-HK3PGJBGJRAJ3E","Eukaryota","Chordata","Elasmobranchii","Carcharhiniformes","Pentanchidae","Asymbolus","Asymbolus pallidus"
"NBDL-HK3R7JSDH14K4Y","Eukaryota","Chordata","Actinopteri","Argentiniformes","Opisthoproctidae","Rhynchohyalus","Rhynchohyalus natalensis"
"NBDL-HK3SJ4BJHP3D1J","Eukaryota","Chordata","Actinopteri","Beloniformes","Hemiramphidae","Hemiramphus","Hemiramphus robustus"
"NBDL-HK3PGJAJPRB8KP","Eukaryota","Chordata","Elasmobranchii","Orectolobiformes","Orectolobidae","Orectolobus","Orectolobus halei"
"NBDL-HR5SFP7VKKR97M","Eukaryota","Chordata","Actinopteri","Perciformes","Anthiadidae","Odontanthias","Odontanthias unimaculatus"
"NBDL-HK3R0HMSJ7R916","Eukaryota","Chordata","Actinopteri","Anguilliformes","Congridae","Ariosoma","Poeciloconger kapala"
"NBDL-HK3PGJCAHR14ZS","Eukaryota","Chordata","Elasmobranchii","Carcharhiniformes","Triakidae","Galeorhinus","Galeorhinus galeus"
"NBDL-HK3T5NSFGR4QHT","Eukaryota","Chordata","Actinopteri","Scombriformes","Scombridae","Scomber","Scomber australasicus"
"NBDL-HK4B09J1KDWZPA","Eukaryota","Chordata","Actinopteri","Blenniiformes","Opistognathidae","Opistognathus","Opistognathus latitabundus"
"NBDL-HR5S2AYWJ4GF8H","Eukaryota","Chordata","Actinopteri","Blenniiformes","Pomacentridae","Abudefduf","Abudefduf sexfasciatus"
"NBDL-HZ4562ENGQ1RZ7","Eukaryota","Chordata","Actinopteri","Perciformes","Epinephelidae","Cephalopholis","Cephalopholis urodeta"
"NBDL-HR5S2AVNG4RHFZ","Eukaryota","Chordata","Actinopteri","Perciformes","Scorpaenidae","Scorpaenopsis","Scorpaenopsis insperatus"
"NBDL-HK3SPRSRGG468R","Eukaryota","Chordata","Actinopteri","Perciformes","Anthiadidae","Hypoplectrodes","Hypoplectrodes cardinalis"
"NBDL-HXDQPBS0MNQ8VE","Eukaryota","Chordata","Actinopteri","Labriformes","Pinguipedidae","Parapercis","Parapercis alboguttata"
"NBDL-HK3S9B70K3FMVE","Eukaryota","Chordata","Actinopteri","Zeiformes","Cyttidae","Cyttus","Cyttus australis"
"NBDL-HHG28F5EKB4YZ6","Eukaryota","Chordata","Actinopteri","Gadiformes","Moridae","Guttigadus","Guttigadus nudicephalus"
"NBDL-HK3SMQEBJSMQA7","Eukaryota","Chordata","Actinopteri","Acanthuriformes","Sillaginidae","Sillago","Sillago bassensis"
"NBDL-HK3T8948KM1DXN","Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Electrona","Electrona paucirastra"
"NBDL-HZ4562EDGQ1CA7","Eukaryota","Chordata","Actinopteri","Centrarchiformes","Cirrhitidae","Amblycirrhitus","Amblycirrhitus bimacula"
"NBDL-HR5S2B51H2H1QW","Eukaryota","Chordata","Actinopteri","Anguilliformes","Muraenidae","Gymnothorax","Gymnothorax prasinus"
"NBDL-HR5SFNXKJTRZG5","Eukaryota","Chordata","Actinopteri","Acanthuriformes","Chaetodontidae","Chaetodon","Chaetodon flavirostris"
"NBDL-HK3R0HNTG86QC2","Eukaryota","Chordata","Actinopteri","Anguilliformes","Congridae","Congriscus","Congriscus maldivensis"
"NBDL-HK3QFJ2SJ48RH4","Eukaryota","Chordata","Actinopteri","Carangiformes","Carangidae","Trachinotus","Trachinotus anak"
"NBDL-HXDQPBPWQM4AP5","Eukaryota","Chordata","Actinopteri","Blenniiformes","Clinidae","Heteroclinus","Heteroclinus johnstoni"
"NBDL-HRXJ1RGQN7S7EF","Eukaryota","Chordata","Actinopteri","Blenniiformes","Pomacentridae","Amblyglyphidodon","Amblyglyphidodon aureus"
"NBDL-HK3QV5MVQ4P4S0","Eukaryota","Chordata","Actinopteri","Syngnathiformes","Mullidae","Upeneichthys","Upeneichthys lineatus"
"NBDL-HK3QFJ2XJ48JZM","Eukaryota","Chordata","Actinopteri","Carangiformes","Carangidae","Trachinotus","Trachinotus coppingeri"
"NBDL-J1XVBWPSKT9ATK","Eukaryota","Chordata","Actinopteri","Centrarchiformes","Girellidae","Girella","Girella tricuspidata"
"NBDL-HK3SMQDGNSACCE","Eukaryota","Chordata","Actinopteri","Acanthuriformes","Lutjanidae","Pterocaesio","Pterocaesio digramma"
"NBDL-HK3RZTQBK4YRAX","Eukaryota","Chordata","Actinopteri","Syngnathiformes","Centriscidae","Notopogon","Notopogon lilliei"
"NBDL-HR5S2B1HH3660Y","Eukaryota","Chordata","Actinopteri","Carangiformes","Carangidae","Caranx","Caranx melampygus"
"NBDL-HHG28F16QBJWTW","Eukaryota","Chordata","Actinopteri","Stomiiformes","Stomiidae","Phosichthys","Phosichthys argenteus"
"NBDL-HK3SXDV1P2J0YM","Eukaryota","Chordata","Actinopteri","Perciformes","Epinephelidae","Epinephelus","Epinephelus merra"
"NBDL-HK3RC4EQNA7WG8","Eukaryota","Chordata","Actinopteri","Perciformes","Platycephalidae","Platycephalus","Platycephalus angustus"
"NBDL-HK3SXDV6M2J72G","Eukaryota","Chordata","Actinopteri","Perciformes","Epinephelidae","Epinephelus","Epinephelus quoyanus"
"NBDL-HR5SFP5WMM60C5","Eukaryota","Chordata","Actinopteri","Labriformes","Labridae","Achoerodus","Achoerodus viridis"
"NBDL-HXDQPBVNHNZR9Q","Eukaryota","Chordata","Actinopteri","Tetraodontiformes","Tetraodontidae","Contusus","Contusus brevicaudus"
"NBDL-HK3QQM1PH1JZZ5","Eukaryota","Chordata","Actinopteri","Acanthuriformes","Lethrinidae","Lethrinus","Lethrinus lentjan"
"NBDL-HK3RDJQ7Q2EYW9","Eukaryota","Chordata","Actinopteri","Aulopiformes","Aulopidae","Latropiscis","Latropiscis purpurissatus"
"NBDL-HK3SJ4BRNP34KT","Eukaryota","Chordata","Actinopteri","Aulopiformes","Notosudidae","Scopelosaurus","Scopelosaurus ahlstromi"
"NBDL-HK3QY5N9J9NAHA","Eukaryota","Chordata","Actinopteri","Tetraodontiformes","Monacanthidae","Eubalichthys","Eubalichthys gunnii"
"NBDL-JFE9FMB6HYE17B","Eukaryota","Chordata","Actinopteri","Acropomatiformes","Synagropidae","Parascombrops","Parascombrops mochizukii"
"NBDL-HK3SDG84N3SCJ6","Eukaryota","Chordata","Actinopteri","Lophiiformes","Melanocetidae","Melanocetus","Melanocetus johnsonii"
"NBDL-HK3Q0HA3PJ8GMA","Eukaryota","Chordata","Elasmobranchii","Rajiformes","Arhynchobatidae","Bathyraja","Bathyraja richardsoni"
"NBDL-HR5S2B4PQ2G9A8","Eukaryota","Chordata","Actinopteri","Tetraodontiformes","Balistidae","Balistapus","Balistapus undulatus"
"NBDL-J1XVBWKQQVTDD9","Eukaryota","Chordata","Actinopteri","Perciformes","Triglidae","Lepidotrigla","Lepidotrigla modesta"
"NBDL-HR5SFP4XPM4HP9","Eukaryota","Chordata","Actinopteri","Blenniiformes","Blenniidae","Cirripectes","Cirripectes filamentosus"
"NBDL-HK3T1ZXNHNFBYR","Eukaryota","Chordata","Actinopteri","Acropomatiformes","Synagropidae","Synagrops","Synagrops japonicus"
"NBDL-HK3SPRQNNH3NXZ","Eukaryota","Chordata","Actinopteri","Acanthuriformes","Haemulidae","Diagramma","Diagramma pictum labiosum"
"NBDL-HZ4562ACJMP09S","Eukaryota","Chordata","Actinopteri","Perciformes","Scorpaenidae","Sebastapistes","Sebastapistes strongia"
"NBDL-HK3SPRSWGG4C28","Eukaryota","Chordata","Actinopteri","Perciformes","Epinephelidae","Epinephelus","Epinephelus areolatus"
"NBDL-HK3SPRQ9NH22SF","Eukaryota","Chordata","Actinopteri","Perciformes","Synanceiidae","Adventor","Adventor elongatus"
"NBDL-HK3T8927JMBP9P","Eukaryota","Chordata","Actinopteri","Blenniiformes","Plesiopidae","Notograptus","Notograptus guttatus"
"NBDL-HK3SZKX9MD8JDC","Eukaryota","Chordata","Actinopteri","Clupeiformes","Dorosomatidae","Sardinella","Sardinella albella"
"NBDL-HR5S2AYCJ4GPJH","Eukaryota","Chordata","Actinopteri","Perciformes","Anthiadidae","Hypoplectrodes","Hypoplectrodes jamesoni"
"NBDL-HK3SZKV5KDS0RV","Eukaryota","Chordata","Actinopteri","Acropomatiformes","Pentacerotidae","Paristiopterus","Paristiopterus labiosus"
"NBDL-HK3RX9DEGZPZGQ","Eukaryota","Chordata","Actinopteri","Perciformes","Triglidae","Satyrichthys","Satyrichthys rieffeli"
"NBDL-J1XVBWD0PR49GE","Eukaryota","Chordata","Actinopteri","Anguilliformes","Congridae","Bathyuroconger","Bathyuroconger vicinus"
"NBDL-HK4A8AEFKAGPSW","Eukaryota","Chordata","Actinopteri","Carangiformes","Bothidae","Asterorhombus","Asterorhombus intermedius"
"NBDL-HK3PGJBYPRA826","Eukaryota","Chordata","Elasmobranchii","Carcharhiniformes","Scyliorhinidae","Cephaloscyllium","Cephaloscyllium laticeps"
"NBDL-J1XVBWN5GT5XKY","Eukaryota","Chordata","Actinopteri","Perciformes","Anthiadidae","Rabaulichthys","Rabaulichthys altipinnis"
"NBDL-HK3T5NT7QR0VT7","Eukaryota","Chordata","Actinopteri","Carangiformes","Leptobramidae","Leptobrama","Leptobrama pectoralis"
"NBDL-HK4B09J4HDWTEP","Eukaryota","Chordata","Actinopteri","Acanthuriformes","Ephippidae","Platax","Platax teira"
"NBDL-HK3RZTP0H4Z0Y9","Eukaryota","Chordata","Actinopteri","Trachichthyiformes","Trachichthyidae","Hoplostethus","Hoplostethus ravurictus"
"NBDL-HR5S2B76J2ZHAX","Eukaryota","Chordata","Actinopteri","Blenniiformes","Tripterygiidae","Enneapterygius","Enneapterygius atrogulare"
"NBDL-HK3SPRR6MG5WBG","Eukaryota","Chordata","Actinopteri","Alepocephaliformes","Alepocephalidae","Conocara","Conocara murrayi"
"NBDL-HR5S2B2KM32MA3","Eukaryota","Chordata","Actinopteri","Acanthuriformes","Chaetodontidae","Chaetodon","Chaetodon kleinii"
"NBDL-JFE9FMF6NY4AC1","Eukaryota","Chordata","Actinopteri","Tetraodontiformes","Balistidae","Abalistes","Abalistes filamentosus"
"NBDL-HK3RDJQ5K2ET11","Eukaryota","Chordata","Actinopteri","Aulopiformes","Aulopidae","Hime","Hime diactithrix"
"NBDL-HK4A8AEXQAKS4M","Eukaryota","Chordata","Actinopteri","Batrachoidiformes","Batrachoididae","Halophryne","Halophryne diemensis"
"NBDL-HK3PNATDHS7EAQ","Eukaryota","Chordata","Elasmobranchii","Squaliformes","Squalidae","Squalus","Squalus grahami"
"NBDL-HK3S2V6VQ9SXHQ","Eukaryota","Chordata","Actinopteri","Perciformes","Scorpaenidae","Lythrichthys","Lythrichthys longimanus"
"NBDL-HK3RC4D1GA33HX","Eukaryota","Chordata","Actinopteri","Perciformes","Platycephalidae","Platycephalus","Platycephalus laevigatus"
"NBDL-HR5S2B6ZM2WFS1","Eukaryota","Chordata","Actinopteri","Labriformes","Labridae","Bodianus","Bodianus loxozonus"
"NBDL-HXDQPBDNPMSCY8","Eukaryota","Chordata","Actinopteri","Gadiformes","Macrouridae","Coelorinchus","Coelorinchus macrorhynchus"
"NBDL-HR5S2B1PQ362VT","Eukaryota","Chordata","Actinopteri","Syngnathiformes","Centriscidae","Macroramphosus","Macroramphosus gracilis"
"NBDL-J1XVBWKRHVTJVD","Eukaryota","Chordata","Actinopteri","Labriformes","Uranoscopidae","Xenocephalus","Xenocephalus armatus"
"NBDL-HK4B09G8GDSAC3","Eukaryota","Chordata","Actinopteri","Labriformes","Labridae","Iniistius","Iniistius opalus"
"NBDL-HR5SFNZFKTG338","Eukaryota","Chordata","Actinopteri","Blenniiformes","Blenniidae","Petroscirtes","Petroscirtes lupus"
"NBDL-HK3RDJQBQ2FG0S","Eukaryota","Chordata","Actinopteri","Aulopiformes","Synodontidae","Saurida","Saurida filamentosa"
"NBDL-HK3SJ4EFQNTGBC","Eukaryota","Chordata","Actinopteri","Acanthuriformes","Sparidae","Argyrops","Argyrops bleekeri"
"NBDL-HK3RX9CEGZMH4Q","Eukaryota","Chordata","Actinopteri","Perciformes","Triglidae","Lepidotrigla","Lepidotrigla umbrosa"
"NBDL-HZ4562FTJQ01JV","Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Notolychnus","Notolychnus valdiviae"
"NBDL-HK3QATCXHP2G9S","Eukaryota","Chordata","Elasmobranchii","Rajiformes","Arhynchobatidae","Notoraja","Notoraja hirticauda"
"NBDL-HK3R7JQRJ1NCJS","Eukaryota","Chordata","Actinopteri","Notacanthiformes","Halosauridae","Aldrovandia","Aldrovandia phalacra"
"NBDL-HK3QY5N3P9JK72","Eukaryota","Chordata","Actinopteri","Tetraodontiformes","Monacanthidae","Eubalichthys","Eubalichthys bucephalus"
"NBDL-HR5SFNZVKTHP7R","Eukaryota","Chordata","Actinopteri","Acanthuriformes","Chaetodontidae","Chaetodon","Chaetodon auriga"
"NBDL-HK3QHXTMGPX8CR","Eukaryota","Chordata","Actinopteri","Acanthuriformes","Nemipteridae","Nemipterus","Nemipterus celebicus"
"NBDL-HHG28F1DHBH9XG","Eukaryota","Chordata","Actinopteri","Stomiiformes","Stomiidae","Neonesthes","Neonesthes microcephalus"
"NBDL-HK3RDJT1K3246F","Eukaryota","Chordata","Actinopteri","Aulopiformes","Ipnopidae","Bathypterois","Bathypterois oddi"
"NBDL-HK3QV5M6N4QREC","Eukaryota","Chordata","Actinopteri","Syngnathiformes","Mullidae","Parupeneus","Parupeneus heptacanthus"
"NBDL-HK3QV5M4H4QNK4","Eukaryota","Chordata","Actinopteri","Syngnathiformes","Mullidae","Parupeneus","Parupeneus heptacanthus"
"NBDL-HR5S2B4CK2K7ZG","Eukaryota","Chordata","Actinopteri","Gobiiformes","Apogonidae","Fibramia","Fibramia lateralis"
"NBDL-HXDQPBP3NM65ZH","Eukaryota","Chordata","Actinopteri","Labriformes","Labridae","Bodianus","Bodianus perditio"
"NBDL-HR5S2AWQN4MQH8","Eukaryota","Chordata","Actinopteri","Blenniiformes","Pomacentridae","Pomacentrus","Pomacentrus nagasakiensis"
"NBDL-HK3PNAT8QS4PEK","Eukaryota","Chordata","Elasmobranchii","Squaliformes","Squalidae","Squalus","Squalus crassispinus"
"NBDL-J1XVBXN9GWHJYY","Eukaryota","Chordata","Actinopteri","Carangiformes","Bothidae","Psettina","Psettina iijimae"
"NBDL-HK3SPRRMGG2J58","Eukaryota","Chordata","Actinopteri","Alepocephaliformes","Alepocephalidae","Rouleina","Rouleina attrita"
"NBDL-HXDQPBVDHNY6JQ","Eukaryota","Chordata","Actinopteri","Tetraodontiformes","Tetraodontidae","Arothron","Arothron manilensis"
"NBDL-HK3S2V7ZQ9RHQ7","Eukaryota","Chordata","Actinopteri","Perciformes","Neosebastidae","Maxillicosta","Maxillicosta lopholepis"
"NBDL-HK3S9B53G3QQC7","Eukaryota","Chordata","Actinopteri","Ophidiiformes","Ophidiidae","Genypterus","Genypterus tigerinus"
"NBDL-J1XVBWQJHTBPHZ","Eukaryota","Chordata","Actinopteri","Labriformes","Pinguipedidae","Parapercis","Parapercis millepunctata"
"NBDL-HR5S2AZQM4KEEN","Eukaryota","Chordata","Actinopteri","Blenniiformes","Gobiesocidae","Aspasmogaster","Aspasmogaster costata"
"NBDL-HK4A8AE0HAKBS8","Eukaryota","Chordata","Actinopteri","Tetraodontiformes","Tetraodontidae","Arothron","Arothron hispidus"
